MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
5.0,3.0,3.0,5.0,6.0,3.0,10.5,2.0,7.0,4.0,7.0,6.0,4.0,2.0,5.0,4.0,4.0,4.0,6.0,4.0,0.475
8.0,7.0,5.0,7.0,7.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,8.0,9.0,6.0,9.0,5.0,5.0,5.0,0.555
6.0,5.0,4.0,2.0,1.0,7.0,5.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,7.0,4.0,3.0,3.0,5.0,3.0,0.38
8.0,9.0,4.0,2.0,3.0,2.0,3.0,5.0,3.0,7.0,6.0,5.0,6.0,3.0,7.0,7.0,5.0,5.0,9.0,3.0,0.51
5.0,3.0,9.0,7.0,7.0,4.0,1.0,5.0,7.0,2.0,8.0,3.0,6.0,4.0,6.0,3.0,7.0,5.0,4.0,6.0,0.51
5.0,5.0,10.0,7.0,10.0,4.0,9.0,6.0,4.0,6.0,10.0,4.0,2.0,6.0,5.0,9.0,2.0,2.0,3.0,6.0,0.575
3.0,1.0,4.0,1.0,7.0,3.0,5.0,8.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,10.0,5.0,6.0,2.0,0.445
6.0,2.0,7.0,4.0,4.0,4.0,5.0,5.0,5.0,8.0,5.0,4.0,3.0,7.0,4.0,7.0,9.0,5.0,8.0,5.0,0.535
7.0,3.0,5.0,6.0,9.0,4.0,4.0,4.0,9.0,4.0,2.0,6.0,2.0,10.0,5.0,6.0,4.0,3.0,7.0,4.0,0.52
1.0,7.0,3.0,6.0,6.0,10.0,7.0,7.0,5.0,1.0,4.0,8.0,7.0,8.0,4.0,7.0,3.0,5.0,3.0,10.0,0.56
5.0,4.0,2.0,6.0,4.0,4.0,3.0,10.0,10.5,2.0,3.0,4.0,3.0,3.0,10.0,1.0,4.0,5.0,2.0,4.0,0.45
4.0,6.0,4.0,4.0,7.0,7.0,4.0,4.0,6.0,2.0,5.0,2.0,6.0,3.0,5.0,1.0,3.0,2.0,4.0,7.0,0.43
4.0,8.0,3.0,0.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,7.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,8.0,0.41
2.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,9.0,10.5,5.0,5.0,5.0,6.0,5.0,5.0,8.0,6.0,1.0,5.0,0.51
5.0,3.0,4.0,9.0,4.0,3.0,5.0,4.0,6.0,3.0,6.0,10.5,3.0,3.0,7.0,4.0,2.0,6.0,3.0,3.0,0.47
6.0,5.0,3.0,5.0,7.0,1.0,6.0,4.0,4.0,3.0,6.0,2.0,5.0,5.0,6.0,7.0,7.0,1.0,9.0,7.0,0.495
5.0,6.0,7.0,2.0,7.0,1.0,7.0,10.0,5.0,8.0,6.0,3.0,4.0,6.0,2.0,4.0,4.0,9.0,3.0,3.0,0.51
7.0,5.0,6.0,5.0,3.0,7.0,2.0,4.0,3.0,9.0,5.0,3.0,7.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,0.48
6.0,2.0,6.0,8.0,3.0,5.0,6.0,0.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,2.0,7.0,6.0,0.465
5.0,3.0,7.0,10.5,8.0,5.0,3.0,2.0,7.0,2.0,6.0,6.0,3.0,4.0,6.0,4.0,5.0,4.0,3.0,7.0,0.505
6.0,3.0,6.0,5.0,5.0,2.0,5.0,5.0,8.0,7.0,7.0,6.0,4.0,4.0,7.0,3.0,6.0,5.0,8.0,6.0,0.54
4.0,6.0,8.0,3.0,3.0,5.0,7.0,5.0,5.0,10.5,6.0,3.0,8.0,6.0,8.0,5.0,4.0,2.0,6.0,5.0,0.555
4.0,4.0,8.0,3.0,8.0,1.0,4.0,8.0,5.0,6.0,4.0,5.0,8.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,0.455
6.0,6.0,3.0,3.0,4.0,5.0,8.0,6.0,3.0,7.0,5.0,4.0,4.0,1.0,3.0,3.0,7.0,5.0,4.0,2.0,0.445
7.0,4.0,3.0,4.0,10.5,6.0,3.0,4.0,8.0,2.0,6.0,2.0,3.0,6.0,3.0,4.0,7.0,7.0,2.0,3.0,0.485
2.0,8.0,7.0,6.0,7.0,4.0,3.0,6.0,6.0,7.0,9.0,6.0,4.0,7.0,4.0,4.0,6.0,2.0,4.0,7.0,0.545
4.0,9.0,3.0,3.0,1.0,4.0,4.0,5.0,9.0,4.0,7.0,4.0,9.0,2.0,3.0,3.0,8.0,3.0,0.0,4.0,0.445
6.0,4.0,3.0,5.0,3.0,5.0,7.0,5.0,4.0,1.0,5.0,4.0,5.0,7.0,7.0,5.0,8.0,3.0,5.0,9.0,0.505
7.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,7.0,5.0,9.0,4.0,3.0,7.0,4.0,8.0,6.0,0.485
6.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,10.5,4.0,5.0,10.5,5.0,3.0,5.0,6.0,9.0,5.0,3.0,0.48
2.0,9.0,2.0,8.0,6.0,6.0,6.0,2.0,2.0,6.0,3.0,4.0,7.0,7.0,8.0,5.0,8.0,5.0,9.0,5.0,0.55
2.0,3.0,4.0,3.0,5.0,7.0,6.0,7.0,1.0,5.0,3.0,4.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,2.0,0.45
3.0,10.5,4.0,5.0,6.0,4.0,6.0,4.0,2.0,5.0,3.0,0.0,6.0,8.0,3.0,3.0,10.0,6.0,9.0,10.0,0.54
4.0,5.0,3.0,5.0,5.0,10.0,4.0,2.0,5.0,5.0,4.0,6.0,4.0,8.0,8.0,5.0,2.0,4.0,5.0,8.0,0.51
3.0,10.0,4.0,9.0,4.0,4.0,5.0,5.0,7.0,6.0,5.0,4.0,4.0,5.0,10.5,6.0,7.0,4.0,7.0,2.0,0.56
4.0,5.0,6.0,5.0,6.0,2.0,1.0,3.0,4.0,5.0,5.0,10.5,3.0,6.0,1.0,5.0,5.0,8.0,5.0,2.0,0.465
6.0,2.0,7.0,4.0,7.0,8.0,5.0,2.0,2.0,4.0,5.0,6.0,4.0,3.0,5.0,7.0,6.0,8.0,3.0,8.0,0.51
3.0,9.0,3.0,10.0,4.0,6.0,4.0,2.0,8.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,5.0,4.0,5.0,0.55
6.0,3.0,8.0,5.0,10.0,5.0,7.0,3.0,7.0,3.0,4.0,6.0,6.0,4.0,10.0,5.0,4.0,6.0,4.0,6.0,0.56
7.0,7.0,5.0,3.0,10.5,1.0,2.0,4.0,3.0,2.0,5.0,5.0,7.0,5.0,5.0,5.0,8.0,6.0,6.0,10.5,0.54
8.0,1.0,7.0,7.0,2.0,5.0,6.0,4.0,5.0,8.0,5.0,9.0,4.0,7.0,4.0,3.0,7.0,4.0,5.0,6.0,0.535
10.5,8.0,5.0,6.0,6.0,5.0,9.0,6.0,8.0,6.0,1.0,8.0,5.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,0.6
3.0,2.0,4.0,6.0,2.0,2.0,7.0,7.0,8.0,1.0,3.0,10.5,5.0,5.0,5.0,5.0,5.0,2.0,10.0,10.5,0.53
10.0,4.0,6.0,2.0,5.0,5.0,3.0,4.0,9.0,9.0,6.0,6.0,2.0,3.0,3.0,6.0,6.0,6.0,4.0,8.0,0.535
7.0,4.0,6.0,6.0,4.0,3.0,7.0,5.0,4.0,5.0,5.0,2.0,4.0,6.0,7.0,0.0,8.0,3.0,3.0,8.0,0.485
7.0,3.0,3.0,6.0,4.0,8.0,5.0,7.0,5.0,9.0,4.0,5.0,4.0,2.0,7.0,4.0,1.0,6.0,7.0,3.0,0.5
7.0,3.0,4.0,4.0,5.0,7.0,6.0,5.0,2.0,6.0,4.0,6.0,5.0,7.0,4.0,5.0,7.0,4.0,10.5,4.0,0.53
3.0,5.0,6.0,5.0,5.0,3.0,9.0,2.0,10.0,4.0,4.0,5.0,8.0,3.0,4.0,8.0,5.0,4.0,10.0,8.0,0.555
5.0,6.0,6.0,5.0,2.0,2.0,5.0,4.0,5.0,4.0,1.0,4.0,7.0,8.0,2.0,4.0,5.0,5.0,8.0,10.0,0.49
7.0,7.0,7.0,3.0,6.0,4.0,3.0,5.0,9.0,6.0,3.0,9.0,3.0,1.0,6.0,9.0,3.0,5.0,4.0,5.0,0.525
3.0,5.0,2.0,1.0,4.0,4.0,4.0,3.0,8.0,7.0,5.0,10.0,3.0,6.0,4.0,9.0,6.0,6.0,3.0,5.0,0.49
5.0,3.0,3.0,4.0,4.0,6.0,2.0,3.0,5.0,2.0,6.0,7.0,5.0,8.0,6.0,3.0,9.0,3.0,10.5,5.0,0.51
2.0,4.0,5.0,4.0,6.0,3.0,1.0,5.0,5.0,4.0,6.0,8.0,5.0,4.0,6.0,3.0,4.0,3.0,7.0,7.0,0.46
10.0,6.0,5.0,8.0,4.0,1.0,5.0,3.0,5.0,4.0,3.0,8.0,4.0,4.0,10.0,6.0,6.0,2.0,7.0,7.0,0.54
2.0,6.0,7.0,3.0,0.0,6.0,7.0,4.0,5.0,4.0,2.0,4.0,2.0,10.5,5.0,4.0,3.0,4.0,6.0,6.0,0.455
3.0,4.0,3.0,1.0,2.0,6.0,9.0,5.0,4.0,1.0,10.0,6.0,3.0,3.0,4.0,4.0,9.0,5.0,5.0,6.0,0.465
8.0,2.0,2.0,4.0,5.0,7.0,1.0,3.0,3.0,5.0,1.0,3.0,5.0,4.0,3.0,6.0,8.0,3.0,4.0,2.0,0.395
5.0,4.0,4.0,4.0,9.0,2.0,5.0,2.0,4.0,8.0,7.0,6.0,4.0,4.0,7.0,6.0,9.0,4.0,5.0,8.0,0.535
5.0,8.0,2.0,7.0,5.0,10.5,3.0,5.0,1.0,4.0,3.0,6.0,3.0,4.0,4.0,8.0,2.0,5.0,8.0,8.0,0.51
10.0,5.0,5.0,2.0,3.0,9.0,3.0,5.0,5.0,6.0,4.0,4.0,8.0,4.0,9.0,5.0,3.0,2.0,6.0,5.0,0.515
4.0,4.0,6.0,2.0,8.0,1.0,4.0,5.0,5.0,8.0,6.0,8.0,10.5,5.0,7.0,4.0,4.0,6.0,4.0,2.0,0.52
4.0,4.0,8.0,8.0,4.0,9.0,10.0,2.0,4.0,8.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,0.47
5.0,5.0,4.0,2.0,4.0,7.0,7.0,9.0,5.0,4.0,6.0,7.0,5.0,4.0,6.0,4.0,5.0,4.0,2.0,5.0,0.5
7.0,7.0,4.0,4.0,4.0,5.0,9.0,2.0,3.0,7.0,3.0,6.0,4.0,1.0,4.0,9.0,3.0,3.0,4.0,4.0,0.465
7.0,3.0,4.0,3.0,3.0,8.0,3.0,4.0,3.0,7.0,5.0,8.0,4.0,6.0,3.0,5.0,5.0,7.0,4.0,9.0,0.505
3.0,7.0,3.0,6.0,5.0,7.0,10.5,5.0,8.0,7.0,5.0,2.0,6.0,2.0,3.0,8.0,1.0,4.0,7.0,6.0,0.53
10.0,6.0,4.0,5.0,6.0,8.0,9.0,5.0,8.0,3.0,7.0,5.0,6.0,3.0,6.0,6.0,10.0,9.0,5.0,2.0,0.615
6.0,5.0,3.0,7.0,5.0,1.0,6.0,8.0,4.0,9.0,9.0,7.0,6.0,3.0,5.0,7.0,3.0,2.0,5.0,6.0,0.535
7.0,7.0,4.0,5.0,5.0,3.0,4.0,6.0,7.0,7.0,4.0,9.0,6.0,5.0,2.0,4.0,8.0,7.0,3.0,4.0,0.535
4.0,1.0,4.0,5.0,8.0,7.0,4.0,10.0,2.0,4.0,3.0,5.0,6.0,5.0,4.0,2.0,8.0,8.0,5.0,10.0,0.525
3.0,5.0,6.0,4.0,4.0,5.0,6.0,4.0,6.0,2.0,6.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,2.0,8.0,0.495
3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,8.0,5.0,6.0,4.0,8.0,7.0,3.0,10.0,5.0,5.0,3.0,3.0,0.47
4.0,6.0,5.0,5.0,1.0,7.0,2.0,3.0,5.0,8.0,6.0,4.0,1.0,3.0,5.0,7.0,8.0,3.0,7.0,5.0,0.475
4.0,4.0,3.0,2.0,4.0,2.0,1.0,6.0,6.0,5.0,3.0,2.0,3.0,4.0,2.0,1.0,9.0,5.0,5.0,10.5,0.41
7.0,7.0,3.0,3.0,5.0,8.0,4.0,3.0,6.0,8.0,3.0,7.0,4.0,3.0,4.0,7.0,4.0,6.0,9.0,4.0,0.525
5.0,6.0,3.0,5.0,7.0,3.0,10.5,3.0,5.0,4.0,4.0,7.0,5.0,8.0,9.0,6.0,6.0,3.0,1.0,5.0,0.535
5.0,6.0,3.0,8.0,5.0,5.0,2.0,8.0,6.0,7.0,6.0,4.0,8.0,4.0,2.0,7.0,8.0,6.0,3.0,3.0,0.53
5.0,7.0,6.0,7.0,3.0,7.0,5.0,4.0,7.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,2.0,7.0,3.0,6.0,0.535
6.0,9.0,7.0,5.0,2.0,9.0,4.0,4.0,2.0,3.0,6.0,5.0,7.0,2.0,3.0,6.0,7.0,4.0,2.0,10.0,0.515
4.0,5.0,3.0,6.0,4.0,2.0,2.0,5.0,5.0,8.0,4.0,4.0,5.0,4.0,3.0,4.0,6.0,5.0,8.0,7.0,0.47
8.0,5.0,5.0,8.0,4.0,7.0,6.0,6.0,3.0,3.0,7.0,3.0,1.0,8.0,3.0,5.0,7.0,3.0,3.0,8.0,0.515
3.0,5.0,5.0,4.0,3.0,7.0,2.0,4.0,3.0,2.0,7.0,9.0,3.0,6.0,7.0,5.0,9.0,3.0,3.0,8.0,0.49
3.0,3.0,3.0,4.0,4.0,7.0,4.0,7.0,7.0,4.0,10.5,4.0,4.0,6.0,8.0,6.0,2.0,8.0,10.5,7.0,0.575
8.0,4.0,3.0,6.0,3.0,4.0,8.0,6.0,5.0,10.0,5.0,9.0,9.0,9.0,3.0,8.0,7.0,6.0,6.0,4.0,0.615
5.0,4.0,4.0,5.0,5.0,5.0,9.0,3.0,5.0,7.0,4.0,1.0,9.0,3.0,3.0,4.0,7.0,8.0,6.0,6.0,0.515
5.0,8.0,4.0,4.0,2.0,5.0,9.0,10.5,5.0,4.0,4.0,5.0,4.0,7.0,5.0,7.0,6.0,6.0,3.0,8.0,0.565
1.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,6.0,9.0,5.0,0.0,6.0,8.0,6.0,5.0,7.0,10.5,5.0,5.0,0.495
3.0,5.0,3.0,6.0,5.0,4.0,8.0,3.0,8.0,9.0,5.0,7.0,5.0,6.0,5.0,7.0,4.0,8.0,6.0,3.0,0.55
3.0,9.0,4.0,5.0,2.0,5.0,6.0,4.0,7.0,6.0,4.0,10.0,1.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,0.495
5.0,8.0,3.0,3.0,2.0,7.0,6.0,6.0,4.0,3.0,4.0,2.0,5.0,8.0,4.0,10.5,5.0,3.0,7.0,2.0,0.49
3.0,3.0,4.0,6.0,5.0,6.0,3.0,4.0,6.0,4.0,7.0,2.0,6.0,5.0,4.0,7.0,2.0,4.0,5.0,3.0,0.445
3.0,8.0,3.0,4.0,9.0,6.0,8.0,4.0,5.0,4.0,8.0,6.0,3.0,2.0,9.0,7.0,4.0,6.0,8.0,6.0,0.565
4.0,5.0,5.0,8.0,6.0,5.0,4.0,5.0,10.0,2.0,4.0,5.0,3.0,7.0,5.0,3.0,5.0,6.0,9.0,4.0,0.525
4.0,4.0,3.0,1.0,4.0,7.0,2.0,6.0,4.0,7.0,9.0,6.0,8.0,8.0,10.5,5.0,3.0,3.0,4.0,2.0,0.505
4.0,6.0,4.0,7.0,5.0,3.0,5.0,7.0,1.0,5.0,10.0,3.0,7.0,10.0,10.5,7.0,6.0,5.0,8.0,7.0,0.605
10.5,4.0,7.0,4.0,5.0,6.0,6.0,3.0,7.0,5.0,10.0,6.0,3.0,2.0,3.0,5.0,10.0,6.0,5.0,8.0,0.585
9.0,7.0,6.0,10.5,4.0,9.0,0.0,7.0,9.0,6.0,1.0,4.0,5.0,5.0,8.0,4.0,6.0,2.0,3.0,3.0,0.545
2.0,5.0,5.0,5.0,6.0,8.0,5.0,5.0,3.0,9.0,9.0,3.0,2.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,0.505
5.0,9.0,1.0,5.0,6.0,7.0,2.0,7.0,2.0,4.0,3.0,3.0,7.0,4.0,5.0,5.0,3.0,6.0,4.0,7.0,0.475
8.0,4.0,5.0,1.0,0.0,5.0,5.0,6.0,8.0,5.0,2.0,3.0,10.5,5.0,5.0,3.0,6.0,4.0,6.0,6.0,0.49
4.0,9.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,8.0,8.0,5.0,3.0,5.0,7.0,4.0,2.0,4.0,4.0,0.515
9.0,10.5,7.0,5.0,6.0,2.0,5.0,4.0,5.0,10.0,9.0,5.0,2.0,4.0,3.0,7.0,6.0,10.0,5.0,7.0,0.615
6.0,2.0,6.0,4.0,7.0,6.0,4.0,9.0,6.0,4.0,8.0,8.0,7.0,5.0,5.0,4.0,10.0,6.0,3.0,9.0,0.595
5.0,3.0,4.0,5.0,3.0,6.0,2.0,5.0,8.0,3.0,2.0,3.0,7.0,4.0,7.0,3.0,5.0,5.0,7.0,4.0,0.455
6.0,5.0,7.0,5.0,5.0,3.0,4.0,7.0,6.0,6.0,1.0,3.0,1.0,6.0,2.0,0.0,7.0,3.0,3.0,6.0,0.43
8.0,5.0,7.0,4.0,3.0,3.0,9.0,5.0,10.5,5.0,2.0,7.0,4.0,3.0,9.0,6.0,3.0,1.0,7.0,2.0,0.525
2.0,2.0,7.0,3.0,3.0,6.0,4.0,9.0,6.0,8.0,4.0,9.0,8.0,1.0,6.0,2.0,5.0,2.0,6.0,3.0,0.48
6.0,3.0,6.0,3.0,7.0,6.0,4.0,2.0,7.0,4.0,8.0,7.0,3.0,6.0,2.0,5.0,4.0,5.0,3.0,4.0,0.475
3.0,3.0,4.0,5.0,3.0,8.0,5.0,2.0,3.0,2.0,6.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,3.0,3.0,0.375
8.0,5.0,6.0,4.0,7.0,8.0,4.0,6.0,4.0,7.0,2.0,5.0,5.0,5.0,3.0,6.0,7.0,6.0,4.0,4.0,0.53
9.0,9.0,1.0,10.0,5.0,3.0,2.0,6.0,5.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,7.0,4.0,6.0,0.47
8.0,5.0,1.0,6.0,4.0,5.0,4.0,8.0,4.0,5.0,4.0,3.0,6.0,7.0,10.5,6.0,8.0,1.0,8.0,5.0,0.55
7.0,5.0,6.0,6.0,9.0,7.0,4.0,6.0,5.0,9.0,5.0,2.0,3.0,3.0,8.0,4.0,1.0,6.0,5.0,3.0,0.52
7.0,7.0,2.0,6.0,4.0,2.0,10.5,4.0,2.0,1.0,8.0,6.0,8.0,2.0,3.0,7.0,2.0,3.0,4.0,3.0,0.475
3.0,3.0,0.0,4.0,8.0,5.0,6.0,9.0,4.0,6.0,4.0,10.5,5.0,4.0,7.0,1.0,2.0,5.0,4.0,8.0,0.51
5.0,8.0,5.0,7.0,8.0,6.0,6.0,6.0,3.0,3.0,8.0,3.0,5.0,4.0,5.0,6.0,9.0,2.0,10.5,5.0,0.59
6.0,3.0,7.0,4.0,5.0,5.0,5.0,10.0,5.0,4.0,3.0,5.0,3.0,1.0,7.0,2.0,5.0,5.0,6.0,5.0,0.48
5.0,2.0,7.0,6.0,7.0,5.0,8.0,3.0,3.0,9.0,4.0,10.0,5.0,6.0,4.0,7.0,8.0,7.0,3.0,2.0,0.555
3.0,5.0,4.0,3.0,7.0,3.0,4.0,3.0,5.0,6.0,6.0,8.0,5.0,5.0,10.0,2.0,9.0,5.0,6.0,4.0,0.515
6.0,3.0,4.0,4.0,5.0,5.0,6.0,8.0,4.0,4.0,5.0,6.0,5.0,4.0,3.0,7.0,5.0,7.0,5.0,9.0,0.525
4.0,5.0,6.0,5.0,7.0,1.0,3.0,1.0,7.0,3.0,7.0,9.0,5.0,7.0,2.0,3.0,5.0,3.0,2.0,7.0,0.46
4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,8.0,0.36
2.0,3.0,7.0,3.0,1.0,3.0,7.0,7.0,6.0,6.0,1.0,7.0,5.0,4.0,6.0,3.0,6.0,4.0,5.0,3.0,0.445
2.0,6.0,4.0,4.0,9.0,6.0,5.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,1.0,8.0,1.0,6.0,3.0,2.0,0.46
9.0,4.0,4.0,5.0,4.0,4.0,0.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,3.0,7.0,8.0,3.0,0.515
10.0,9.0,5.0,4.0,3.0,3.0,7.0,7.0,6.0,4.0,7.0,5.0,5.0,6.0,7.0,1.0,4.0,4.0,4.0,6.0,0.535
6.0,3.0,6.0,3.0,8.0,5.0,2.0,2.0,3.0,5.0,5.0,6.0,4.0,3.0,3.0,9.0,7.0,2.0,9.0,5.0,0.48
2.0,4.0,4.0,7.0,9.0,3.0,4.0,1.0,3.0,5.0,2.0,6.0,3.0,2.0,9.0,4.0,4.0,1.0,4.0,4.0,0.405
5.0,3.0,3.0,5.0,8.0,6.0,2.0,4.0,6.0,7.0,5.0,7.0,8.0,2.0,7.0,8.0,6.0,8.0,6.0,3.0,0.545
4.0,4.0,2.0,1.0,5.0,4.0,6.0,3.0,9.0,8.0,2.0,3.0,4.0,2.0,4.0,6.0,7.0,4.0,10.5,1.0,0.455
5.0,8.0,2.0,6.0,4.0,4.0,3.0,3.0,5.0,5.0,8.0,6.0,7.0,4.0,2.0,2.0,5.0,7.0,3.0,8.0,0.485
10.0,3.0,5.0,6.0,4.0,5.0,10.0,3.0,4.0,2.0,5.0,6.0,7.0,9.0,5.0,3.0,4.0,3.0,3.0,4.0,0.505
9.0,8.0,5.0,5.0,3.0,6.0,6.0,7.0,6.0,5.0,7.0,8.0,4.0,6.0,6.0,6.0,5.0,2.0,6.0,3.0,0.565
4.0,3.0,3.0,5.0,7.0,4.0,4.0,5.0,5.0,9.0,6.0,4.0,2.0,1.0,7.0,6.0,5.0,3.0,3.0,4.0,0.45
10.5,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,2.0,2.0,2.0,5.0,6.0,3.0,2.0,5.0,6.0,5.0,0.44
6.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,6.0,6.0,8.0,2.0,8.0,4.0,4.0,6.0,1.0,4.0,5.0,7.0,0.42
4.0,2.0,2.0,4.0,5.0,6.0,3.0,1.0,6.0,5.0,6.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,10.5,3.0,0.42
2.0,3.0,3.0,7.0,5.0,5.0,4.0,7.0,4.0,10.5,7.0,6.0,3.0,7.0,8.0,8.0,7.0,2.0,5.0,6.0,0.555
4.0,3.0,3.0,3.0,3.0,5.0,7.0,4.0,10.5,5.0,2.0,5.0,3.0,8.0,2.0,4.0,2.0,5.0,5.0,5.0,0.445
5.0,7.0,6.0,6.0,4.0,6.0,3.0,4.0,1.0,7.0,6.0,5.0,3.0,2.0,6.0,7.0,6.0,4.0,4.0,5.0,0.485
6.0,9.0,3.0,3.0,8.0,6.0,3.0,2.0,7.0,4.0,8.0,4.0,6.0,4.0,7.0,2.0,5.0,2.0,7.0,2.0,0.49
7.0,3.0,2.0,4.0,4.0,4.0,7.0,9.0,3.0,8.0,5.0,3.0,3.0,6.0,7.0,2.0,5.0,8.0,7.0,6.0,0.515
5.0,8.0,4.0,4.0,5.0,4.0,5.0,2.0,6.0,6.0,3.0,7.0,10.0,4.0,8.0,8.0,2.0,2.0,5.0,3.0,0.505
6.0,4.0,6.0,2.0,8.0,4.0,6.0,7.0,6.0,5.0,9.0,6.0,8.0,10.5,4.0,7.0,6.0,3.0,5.0,5.0,0.59
4.0,6.0,5.0,8.0,3.0,4.0,7.0,3.0,4.0,4.0,4.0,0.0,5.0,5.0,6.0,10.0,10.0,4.0,4.0,4.0,0.5
4.0,3.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,6.0,6.0,3.0,2.0,9.0,6.0,3.0,9.0,2.0,6.0,4.0,0.46
2.0,6.0,6.0,1.0,5.0,5.0,7.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,2.0,7.0,6.0,8.0,7.0,2.0,0.46
5.0,5.0,5.0,3.0,4.0,8.0,8.0,2.0,4.0,3.0,3.0,6.0,5.0,4.0,4.0,8.0,10.0,4.0,4.0,3.0,0.49
4.0,3.0,4.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,8.0,6.0,6.0,2.0,2.0,6.0,6.0,3.0,6.0,7.0,0.41
5.0,3.0,5.0,3.0,4.0,1.0,2.0,8.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,3.0,6.0,5.0,0.475
2.0,1.0,4.0,3.0,3.0,3.0,8.0,7.0,10.0,4.0,5.0,7.0,4.0,4.0,1.0,5.0,7.0,5.0,8.0,5.0,0.48
3.0,6.0,9.0,7.0,4.0,3.0,5.0,7.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,7.0,2.0,7.0,6.0,3.0,0.49
4.0,1.0,2.0,2.0,1.0,9.0,4.0,4.0,2.0,4.0,6.0,2.0,8.0,5.0,7.0,6.0,2.0,2.0,8.0,7.0,0.43
2.0,8.0,5.0,6.0,3.0,5.0,6.0,4.0,7.0,2.0,6.0,5.0,4.0,3.0,3.0,6.0,5.0,2.0,10.0,6.0,0.49
3.0,3.0,3.0,2.0,5.0,6.0,4.0,2.0,7.0,4.0,10.0,5.0,7.0,4.0,3.0,3.0,3.0,8.0,4.0,10.0,0.48
5.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,7.0,5.0,2.0,3.0,7.0,10.0,1.0,5.0,3.0,3.0,2.0,10.5,0.45
7.0,9.0,7.0,9.0,6.0,4.0,3.0,4.0,7.0,5.0,10.5,6.0,4.0,10.5,7.0,3.0,5.0,3.0,4.0,7.0,0.615
6.0,5.0,3.0,2.0,8.0,6.0,3.0,3.0,7.0,7.0,5.0,5.0,8.0,4.0,0.0,3.0,10.5,5.0,4.0,2.0,0.485
4.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,10.5,8.0,1.0,4.0,4.0,4.0,3.0,6.0,0.44
6.0,5.0,7.0,7.0,8.0,7.0,6.0,1.0,3.0,3.0,3.0,4.0,5.0,4.0,10.5,5.0,4.0,3.0,7.0,3.0,0.515
3.0,1.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,6.0,2.0,6.0,5.0,0.455
8.0,5.0,3.0,1.0,7.0,10.0,1.0,5.0,5.0,5.0,6.0,5.0,8.0,5.0,7.0,8.0,5.0,4.0,8.0,6.0,0.56
6.0,10.0,9.0,3.0,3.0,7.0,4.0,3.0,6.0,5.0,4.0,4.0,8.0,6.0,8.0,2.0,6.0,5.0,4.0,6.0,0.545
6.0,7.0,5.0,5.0,3.0,2.0,2.0,6.0,5.0,5.0,5.0,4.0,3.0,8.0,1.0,7.0,6.0,10.0,6.0,3.0,0.495
